abbrev,        name,                                        scalerank,        type,             location,                                   country,                        city,                           city_location,              elevation
DAY,           James M. Cox Dayton Int'l,                   8,                major,            POINT(-84.2204594238102 39.8990402865362),  United States,                  Vandalia,                       POINT(-84.193 39.8791),     308.0
DBO,           Dubbo,                                       8,                mid,              POINT(148.569717 -32.218681),               Australia,                      Dubbo,                          POINT(148.6011 -32.2569),   285.0
DCA,           Washington Nat'l,                            8,                major,            POINT(-77.0433373925631 38.8537162012123),  United States,                  Waldorf,                        POINT(-76.9194 38.6085),    5.0
DGO,           Durango Int'l,                               8,                mid,              POINT(-104.533846024964 24.1261948326182),  Mexico,                         Colonia General Felipe Ángeles, POINT(-104.6 23.9167),      1860.0
DNK,           Voloskoye,                                   8,                mid,              POINT(35.0939060224975 48.3675718021117),   Ukraine,                        Dnipro,                         POINT(35.04 48.4675),       147.0
DOK,           Donetsk,                                     8,                major,            POINT(37.7448085572103 48.0691671285582),   Ukraine,                        Makiivka,                       POINT(37.9611 48.0556),     242.0
DZO,           Santa Bernardina Int'l,                      8,                mid,              POINT(-56.4992636213744 -33.3591084475501), Uruguay,                        Durazno,                        POINT(-56.5167 -33.3667),   
EDI,           Edinburgh Int'l,                             8,                major,            POINT(-3.36428468513554 55.9485540113639),  United Kingdom,                 Dunfermline,                    POINT(-3.4393 56.0719),     42.0
EIS,           Terrance B. Lettsome Int'l,                  8,                mid,              POINT(-64.5371514365794 18.4443618557983),  British Virgin Islands,         Road Town,                      POINT(-64.6167 18.4167),    5.0
EKO,           Elko Reg.,                                   8,                mid,              POINT(-115.786479232249 40.8276058815225),  United States,                  Elko,                           POINT(-115.7678 40.8381),   
ESE,           Ensenada,                                    8,                mid,              POINT(-116.595724400418 31.7977139760569),  Mexico,                         Rodolfo Sánchez Taboada,        POINT(-116.5911 31.7958),   21.0
FAE,           Vágar,                                       8,                mid,              POINT(-7.2708 62.0625),                     Faroe Islands,                  Tórshavn,                       POINT(-6.7833 62.0),        86.0
FAR,           Hector Int'l,                                8,                mid:military,     POINT(-96.8254561269675 46.9198178811323),  United States,                  Fargo,                          POINT(-96.8292 46.8651),    
FAT,           Fresno Yosemite Int'l,                       8,                mid,              POINT(-119.720001323576 36.7698128373959),  United States,                  Hanford,                        POINT(-119.6549 36.3274),   103.0
FLG,           Flagstaff Pulliam,                           8,                mid,              POINT(-111.674656171675 35.1389116757976),  United States,                  Flagstaff,                      POINT(-111.6194 35.1872),   
